"group","scores"
"group1",99.8778764606374
"group1",101.901439991576
"group1",87.6652708192998
"group2",88.722390735453
"group2",90.361293870978
"group2",100.232191196618
"group2",88.3534529251168
"group2",93.1552250288415
"group2",96.2017537578149
"group2",93.5009801909061
"group2",83.2578724222229
"group2",92.7625550593174
"group2",88.5917244505879
"group2",93.7574163556242
"group2",81.226612193324
"group2",98.6834004935233
"group2",87.2944480022895
"group2",90.343883885207
"group2",95.5370357133119
"group2",87.4141320278226
"group2",89.3896027953171
"group2",85.018386763681
"group2",99.9501397844317
"group2",89.8091651225513
"group2",89.2536234004167
"group2",80.8437148887423
"group2",91.239327407475
"group2",85.750558450192
"group2",97.1880844957819
"group2",96.967558569978
"group2",93.2699533594944
"group2",89.7066821141861
"group2",90.7124805285965
"group2",87.4419811816595
"group2",90.2407463409916
"group2",99.1713777900798
"group2",94.6335561612745
"group2",89.1493314739413
"group2",96.3175534805733
"group2",88.5056455240808
"group2",90.0070748545699
"group2",85.532594431369
"group2",82.8455926644148
"group2",81.0606824479385
"group2",102.452190172261
"group2",95.150726098896
"group2",92.9760577718624
"group2",90.4978790493254
"group2",92.1911660830577
"group2",91.6566181592943
"group2",93.1369926545398
"group2",86.9670180307522
"group2",104.331885327791
"group2",93.425581630915
"group2",96.9663354610886
"group2",88.464651876304
"group2",87.8063386432245
"group2",78.5919167032841
"group2",80.8977984322426
"group2",85.3173324265879
"group2",90.7444570979906
"group2",78.3276715917423
"group2",88.123329837941
"group2",82.8947433557092
"group2",97.2864177130331
"group2",85.8258479086116
"group2",84.0815706135882
"group2",91.6403326505106
"group2",94.6742767066
"group2",90.0434699155408
"group2",81.6672024931944
"group2",94.7649035542812
"group2",92.0739084586543
"group2",93.507542985673
"group2",85.7307904072285
"group2",90.2124372017612
"group2",95.0255649312324
"group2",88.2870699567847
"group2",94.3336818377954
"group2",88.8580733436031
"group2",88.7145411827566
"group2",97.5042687353541
"group2",89.8906928960577
"group2",100.551172487114
"group2",91.0608769444915
"group2",93.932628118817
"group2",95.8782030131551
"group2",97.8041813938377
"group2",93.611397266708
"group2",89.7574509933709
"group2",98.9046304489985
"group2",96.0772173200649
"group2",95.1541408805543
"group2",81.9829511514146
"group2",90.5566200247267
"group2",90.4238626482645
"group2",90.1228925588875
"group2",98.9930999947578
"group2",90.0656798176832
"group2",91.2889096063307
"group2",85.7010219891363
"group2",94.8859142714816
"group2",89.8996176566905
"group3",105.386666119782
"group3",88.6556199485899
"group3",94.4601387525005
"group3",93.4585024605478
"group3",100.493599045463
"group3",84.9014880577449
"group3",108.801466416611
"group3",97.8059831747726
"group3",86.431294986405
"group3",90.5258124447127
"group3",91.7266446004937
"group3",95.5560594848594
"group3",84.0686209454076
"group3",91.8122996771692
"group3",90.0878468565418
"group3",90.7504238375107
"group3",92.8510522150977
"group3",82.0905041283373
"group3",106.174478985976
"group3",97.6512547396731
"group3",95.4945842872274
"group3",89.9924239513328
"group3",91.6036327772581
"group3",86.4068664273677
"group3",103.707993854725
"group3",90.1166510486735
"group3",100.144869560443
"group3",84.5814808395801
"group3",93.5874267913759
"group3",83.4828743678029
"group3",94.1844432434229
"group3",75.452362669595
"group3",92.63669738714
"group3",88.7211088294036
"group3",95.8468700996242
"group3",97.7111322044411
"group3",83.4291985417258
"group3",93.8250639807882
"group3",95.5186901595052
"group3",79.9512099009164
"group3",98.9524063285201
"group3",90.9652714537505
"group3",94.7969040546287
"group3",101.259486185145
"group3",85.3433928628377
"group3",92.9955793887897
"group3",86.8849292331701
"group3",83.8294141922916
"group3",89.8871587754095
"group3",98.8436543461865
"group3",91.0404254799351
"group3",82.4336557165197
"group3",79.702910528504
"group3",87.7838263718425
"group3",84.7532912648853
"group3",94.848645577789
"group3",83.0273539693113
"group3",93.9564944689219
"group3",82.3081234110336
"group3",105.70263268889
"group3",87.4399378602398
"group3",76.2733061646169
"group3",96.2170282379833
"group3",95.2276180599037
"group3",94.3515546825402
"group3",86.3966408747545
"group3",98.5416383383913
"group3",92.8867125861375
"group3",99.9928496947133
"group3",95.3711497582765
"group3",92.2764000805919
"group3",91.5602208034167
"group3",92.0563927432265
"group3",86.9096036253821
"group3",91.888936069705
"group3",100.273168455863
"group3",98.4043087781858
"group3",91.541769825423
"group3",93.9197426883042
"group3",89.619156969085
"group3",87.3684648354817
"group3",86.759362111601
"group3",91.0437029562814
"group3",87.3243605070889
"group3",91.0813939853481
"group3",90.0255728153092
"group3",86.0952244310182
"group3",83.4930085871825
"group3",98.226121853891
"group3",98.4128713206616
"group3",96.6249656582923
"group3",92.8125250885196
"group3",103.467875398419
"group3",93.1740251022201
"group3",94.5787700497988
"group3",91.5330480807181
"group3",92.9373242953599
"group3",96.6700259555201
"group3",88.6277594548742
"group3",98.0712404849828
